           10000          0.0036        0.110667        0.958995       -0.307408
           10000          0.0036              -0               0               0
           10000          0.0036       0.0976171         2.38633       -0.271159
           10000          0.0036       0.0976171         2.38633       -0.271159
           10000          0.0036      0.00159308         7.79348     -0.00356872
           10000           0.005     0.000115081         8.17692     0.000185615
           10000          0.0032      0.00175139         7.56295     -0.00441379
           10000           0.003      0.00114923         7.49088     -0.00308933
           10000          0.0034      0.00264266         7.69084     -0.00608907
           10000          0.0034     0.000859159         7.70746     -0.00203785
           15000           0.003       0.0241662         6.38123      -0.0649628
           20000           0.003       0.0594441         2.93235       -0.159796
           20000          0.0036       0.0679862         3.40629       -0.152299
           20000          0.0026        0.050891         3.01237       -0.157851
           20000          0.0032       0.0661433         2.50221       -0.166692
           30000           0.003       0.0684718        0.188941       -0.184064
           30000           0.003       0.0684718        0.188941       -0.184064
           30000           0.003       0.0767259        0.697658       -0.228351
           30000           0.003       0.0772564         0.01289        -0.22993
           30000           0.003       0.0772602      0.00118585       -0.229941
           30000           0.003       0.0772283      0.00875384       -0.229846
           30000           0.003        0.075671         1.15623       -0.225211
           30000           0.003       0.0772564         0.01289        -0.22993
           30000           0.003       0.0933562     1.31366e-05       -0.311187
           30000           0.003       0.0772531       0.0129321        -0.22992
           30000           0.003       0.0829675      0.00583784       -0.276558
           30000           0.003       0.0880741     9.37762e-05        -0.29358
           30000           0.003       0.0829675      0.00583784       -0.276558
           30000           0.003       0.0774146         1.63157       -0.258049
           40000           0.003       0.0788924        0.325431       -0.262975
           40000          0.0025       0.0657937       0.0323367       -0.263175
           40000          0.0025       0.0733951     2.57963e-06        -0.29358
           40000          0.0025       0.0733951     2.57963e-06        -0.29358
           40000          0.0025       0.0657937       0.0323367       -0.263175
           40000          0.0025     4.07276e-05         14.7649      0.00016291
           60000          0.0015       0.0363857        0.601609       -0.242571
           60000           0.002      0.00714334         13.6271      -0.0357167
           60000           0.001       0.0242848        0.327374       -0.242848
           60000          0.0005      0.00997747         5.28855       -0.199549
          100000          0.0005       0.0121504       0.0994628       -0.243009
          100000          0.0003      0.00666872         3.30201       -0.222291
          100000           0.001        0.024297      0.00109656        -0.24297
           10000           0.003         0.10515       0.0751855         -0.3505
           10000           0.002       0.0694151        0.660502       -0.347076
           10000           0.004        0.140214       0.0184916       -0.350536
           20000           0.004        0.140215     2.63508e-06       -0.350538
           20000           0.004        0.126565     0.000576643       -0.316414
           20000           0.004        0.108609         1.39173       -0.271522
           20000           0.002       0.0552452        0.363833       -0.276226
           20000           0.001       0.0181193          4.6401       -0.181193
           40000           0.002       0.0553117     0.000289364       -0.276558
           40000           0.002       0.0580808      9.6692e-05       -0.290404
           40000           0.002       0.0937725     7.87577e-11       -0.468862
           40000           0.002       0.0712019     5.40044e-07       -0.356009
           40000           0.002       0.0580808      9.6692e-05       -0.290404
           60000           0.002       0.0526353     8.80774e-05       -0.263177
           60000           0.002       0.0526353     8.80774e-05       -0.263177
           60000           0.002       0.0323444         1.79354       -0.107815
           60000           0.001       0.0120489         3.90142      -0.0803257
           80000           0.002       0.0338863        0.333202       -0.112954
          100000           0.002        0.033939       0.0564183        -0.11313
          120000           0.002       0.0339404       0.0106364       -0.113135
          120000          0.0025       0.0424095        0.165078       -0.113092
          120000          0.0015       0.0254554      0.00698365       -0.113135
          120000           0.001       0.0169701       0.0338124       -0.113134
          120000          0.0017       0.0288494      0.00476706       -0.113135
          120000          0.0017     7.96286e+06     9.78877e-12         39033.6
          120000          0.0017     9.83873e+06     5.55098e-12        -48229.1
          120000           1e-08        0.179506         248.488         149.589
               1               0             nan             nan            -nan
               1               0             nan             nan            -nan
               1           20000     4.71466e+08         8626.78         23573.3
               1           20000     6.67963e+08         7664.48        -33398.1
               1           20000     4.71466e+08         8626.78         23573.3
               2               0             nan             nan            -nan
          200000           1e-06        0.184113         1.66345        0.920563
         1000000           1e-06        0.233488        0.851722       -0.233488
         4000000           1e-06         4.01899       0.0382789        -1.00475
        10000000           1e-06         9.99993     0.000138314       -0.999993
               1               0             nan             nan            -nan
          100000           1e-06         4822.91     1.00666e-10        -48229.1
          100000           1e-05         48229.1      1.7385e-11        -48229.1
          100000          0.0001          482291     1.05315e-11        -48229.1
          100000           0.001     4.82291e+06     1.32547e-11        -48229.1
          100000           1e-07         482.291     1.12876e-09        -48229.1
          100000           1e-08         48.2276         101.955        -48227.6
          100000           1e-09         3.75311         4029.24        -37531.1
          100000           1e-10        0.230012         14191.4        -23001.2
          100000          0.0001     1.98974e+06     4.25309e-11          198974
          100000           1e-06         0.17598         3.04035          1.7598
         1000000           1e-07        0.175982         3.04038         1.75982
         1000000           1e-05         10.0002     6.45011e-05        -1.00002
          100000           1e-05           4e+19     4.65661e-10           4e+19
          100000           1e-06           4e+18     4.65661e-10           4e+19
          100000           0.001           4e+21     1.05879e-22           4e+19
          100000            0.01           4e+22     4.65661e-10           4e+19
           10000           0.001           4e+20     1.05879e-22           4e+19
           10000           0.001     1.98994e+06      3.8299e-11          198994
           10000           1e-05        0.183513         3.00305         1.83513
           10000           1e-06        0.206275         32.2285         20.6275
           10000           1e-06           4e+17     4.65661e-10           4e+19
           10000           1e-10           4e+13     5.29396e-23           4e+19
           10000           1e-16           4e+07     4.65661e-10           4e+19
              10           1e-10           4e+10     5.29396e-23           4e+19
               1           1e-10           4e+09     2.65636e+11           4e+19
               1           1e-10     3.40867e-06         44030.1         34086.7
          100000          0.0001     1.98994e+06     3.91369e-11          198994
          100000           1e-06        0.183525         3.00337         1.83525
           20000          0.0026         14.3749        0.183951       -0.276441
