  150217135726   130   382       5     0.8    0.05 0.000148       11.6254       6.90893     11.5887   1.32362e-11       1.95372      0.652942
  150217135726   130   382       5     0.8    0.05 0.000149       11.6254       6.90886     11.5887   1.28612e-11       1.95372       0.65294
  150217135726   130   382       5     0.8    0.05 0.00015       11.6254       6.90879     11.5886   1.24993e-11       1.95372      0.652938
  150217135726   130   382       5     0.8    0.05 0.000151       11.6254       6.90873     11.5886     1.215e-11       1.95372      0.652936
  150217135726   130   382       5     0.8    0.05 0.000152       11.6255       6.90866     11.5885   1.18129e-11       1.95372      0.652935
  150217135726   130   382       5     0.8    0.05 0.000153       11.6255       6.90859     11.5885   1.14874e-11       1.95372      0.652933
  150217135726   130   382       5     0.8    0.05 0.000154       11.6255       6.90852     11.5885   1.11729e-11       1.95372      0.652932
  150217135726   130   382       5     0.8    0.05 0.000155       11.6255       6.90845     11.5884   1.08692e-11       1.95372      0.652931
  150217135726   130   382       5     0.8    0.05 0.000156       11.6255       6.90839     11.5884   1.05757e-11       1.95372       0.65293
  150217135726   130   382       5     0.8    0.05 0.000157       11.6256       6.90832     11.5884   1.02921e-11       1.95372      0.652929
  150217135726   130   382       5     0.8    0.05 0.000158       11.6256       6.90825     11.5884   1.00179e-11       1.95372      0.652928
  150217135726   130   382       5     0.8    0.05 0.000159       11.6256       6.90818     11.5884   9.75273e-12       1.95372      0.652928
  150217135726   130   382       5     0.8    0.05 0.00016       11.6256       6.90811     11.5883    9.4963e-12       1.95372      0.652927
  150217135726   130   382       5     0.8    0.05 0.000161       11.6256       6.90804     11.5883   9.24824e-12       1.95372      0.652927
  150217135726   130   382       5     0.8    0.05 0.000162       11.6256       6.90798     11.5883   9.00825e-12       1.95372      0.652926
  150217135726   130   382       5     0.8    0.05 0.000163       11.6256       6.90791     11.5883   8.77595e-12       1.95372      0.652926
  150217135726   130   382       5     0.8    0.05 0.000164       11.6256       6.90784     11.5883   8.55112e-12       1.95372      0.652926
  150217135726   130   382       5     0.8    0.05 0.000165       11.6256       6.90777     11.5883   8.33343e-12       1.95372      0.652926
  150217135726   130   382       5     0.8    0.05 0.000166       11.6256       6.90771     11.5883   8.12262e-12       1.95372      0.652927
  150217135726   130   382       5     0.8    0.05 0.000167       11.6256       6.90764     11.5883   7.91846e-12       1.95372      0.652927
  150217135726   130   382       5     0.8    0.05 0.000168       11.6257       6.90757     11.5883   7.72065e-12       1.95372      0.652927
  150217135726   130   382       5     0.8    0.05 0.000169       11.6257        6.9075     11.5883   7.52896e-12       1.95372      0.652928
  150217135726   130   382       5     0.8    0.05 0.00017       11.6257       6.90743     11.5883   7.34321e-12       1.95372      0.652929
  150217135726   130   382       5     0.8    0.05 0.000171       11.6257       6.90737     11.5883   7.16314e-12       1.95372       0.65293
  150217135726   130   382       5     0.8    0.05 0.000172       11.6257        6.9073     11.5883   6.98858e-12       1.95372       0.65293
  150217135726   130   382       5     0.8    0.05 0.000173       11.6256       6.90723     11.5883   6.81929e-12       1.95372      0.652931
  150217135726   130   382       5     0.8    0.05 0.000174       11.6256       6.90716     11.5883   6.65509e-12       1.95372      0.652933
  150217135726   130   382       5     0.8    0.05 0.000175       11.6256        6.9071     11.5883   6.49583e-12       1.95372      0.652934
  150217135726   130   382       5     0.8    0.05 0.000176       11.6256       6.90703     11.5883   6.34128e-12       1.95372      0.652935
  150217135726   130   382       5     0.8    0.05 0.000177       11.6256       6.90696     11.5883   6.19129e-12       1.95372      0.652936
  150217135726   130   382       5     0.8    0.05 0.000178       11.6256       6.90689     11.5883   6.04574e-12       1.95372      0.652938
  150217135726   130   382       5     0.8    0.05 0.000179       11.6256       6.90682     11.5883   5.90444e-12       1.95372      0.652939
  150217135726   130   382       5     0.8    0.05 0.00018       11.6256       6.90676     11.5883   5.76724e-12       1.95372      0.652941
  150217135726   130   382       5     0.8    0.05 0.000181       11.6256       6.90669     11.5884   5.63401e-12       1.95372      0.652943
  150217135726   130   382       5     0.8    0.05 0.000182       11.6256       6.90662     11.5884    5.5046e-12       1.95372      0.652945
  150217135726   130   382       5     0.8    0.05 0.000183       11.6256       6.90655     11.5884   5.37888e-12       1.95372      0.652947
  150217135726   130   382       5     0.8    0.05 0.000184       11.6256       6.90649     11.5884   5.25675e-12       1.95372      0.652949
  150217135726   130   382       5     0.8    0.05 0.000185       11.6255       6.90642     11.5884   5.13807e-12       1.95372      0.652951
  150217135726   130   382       5     0.8    0.05 0.000186       11.6255       6.90635     11.5885   5.02269e-12       1.95372      0.652953
  150217135726   130   382       5     0.8    0.05 0.000187       11.6255       6.90628     11.5885   4.91056e-12       1.95372      0.652955
  150217135726   130   382       5     0.8    0.05 0.000188       11.6255       6.90622     11.5885   4.80156e-12       1.95372      0.652958
  150217135726   130   382       5     0.8    0.05 0.000189       11.6255       6.90615     11.5885   4.69554e-12       1.95372       0.65296
  150217135726   130   382       5     0.8    0.05 0.00019       11.6255       6.90608     11.5886   4.59246e-12       1.95372      0.652962
